Material,Substitutions,Tc (K),Pressure (GPa),Classes,Shape,Substrate,DOI
Fe Se 0.1 Te 0.9,{},10.03333333,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.4 Ge 0.6,{},0.32,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Sn 0.56 Ge 0.44,{},6.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hf Os P,{},5.815,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rb 0.75 Fe 1.6 Se 1.75 S 0.25,{},24.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.943 Sr 0.13 Cu O 4,{},33.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.85 Pr 0.15 Ba 2 Cu 3 O 6.98,{},79.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Zr V Ge,{},6.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd Fe As 0.2 P 0.8 F 0.1 O 0.9,{},6.98,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cs 0.8 Fe 2 Se 1.96,{},28.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.5 Sr 2 Ca 0.5 Gd 0.5 Cu 2.5 O 7,{},60.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 99.445 O 0.555,{},8.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg Ba 2 Ca Cu 2 O 6.1,{},92.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu Ir 2 Rh 2 B 4,{},3.08,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.82 Rh 0.12 Se 2,{},7.96,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Al 0.8 In 0.2,{},18.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 6.5 Sr 2 Ca 5 Cr 0.5 O 15.17,{},32.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.37 Rh 0.57 Se 2,{},9.09,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.9 Pt 0.1 Te 2,{},1.65,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Gd 0.9 Hf 0.1 Ba 2 Cu 3 O 6.88,{},84.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sn 0.855 Ge 0.095 In 0.05 Te,{},1.48,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Yb Ba 1.4 Sr 0.6 Cu 4 O 8,{},80.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.833 K 0.167 Fe 2 As 2,{},7.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.9 Ba 2 Cu 3 O 6.58,{},93.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 0.95 La 0.05 Cu O 2.01,{},42.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.71 Mo 0.29,{},0.12,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
U 0.991 Th 0.009 Be 13,{},0.66,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 2 La,{},2.218428571,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.2 Pd 1.8 In Y,{},1.24,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 4 Na,{},3.05,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg B 1.92 C 0.08,{},38.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.14 Nb 2 Se 5.14,{},5.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tm 2 Rh 3 Sn 5,{},1.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Ga 0.85 Al 0.15,{},17.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.6 Zn 0.2 Al 0.2 B 2,{},7.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C Re 0.06 W,{},5.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl 2 Ba 2 Cu O 6.12,{},87.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Fe 0.7 Ru 0.3 As F 0.11 O 0.89,{},17.75,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.5 Nd 0.5 Ba La Cu 3 O 7.17,{},41.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca Al 1.3 Si 0.7,{},4.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
U Co Ge 0.92 Si 0.08,{},0.288,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl Sr 2 Ca 0.6 Gd 0.4 Cu 2 O 7,{},65.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm 0.65 Th 0.35 Fe As O,{},53.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Fe 1.79 Zn 0.12 Co 0.09 As 2,{},3.37,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu S 2,{},1.5325,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 0.7 Cr 0.3 Sr 2 Cu O 4.6,{},53.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.95 Ca 0.05 Ba 2 Cu 4 O 8,{},85.16,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pt 2.2 Y,{},1.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Ru 3 B 2,{},0.55,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er Ba 2 Cu 2.82 Ni 0.18 O 7,{},65.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.999 Gd 0.001 Al 2,{},2.78,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 2.706 V 0.294 Al,{},15.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C Hf 0.4 Nb 0.6,{},5.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.9 Ca 0.1 Ba 2 Cu 3 O 6.4,{},41.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au Zr 3,{},0.46,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 1.34 La 0.66 Cu O 6,{},20.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.0 Ce 0.0 Pt Si,{},3.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 2 Y 0.95 Tm 0.05 Sn,{},4.12,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl Sr 1.7 Ca 0.3 Yb Cu 2 O 7,{},55.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg Ba 2 Cu O 4.117,{},82.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 0.7 Nb 0.3,{},9.39,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y La 0.2 Ba 1.8 Cu 3 O 7.77,{},89.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg B 1.792 C 0.208,{},25.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.4 Pr 0.6 Ba Sr Cu 3 O 6.92,{},18.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Eu 0.6 Pr 0.4 Ba 1.7 Sr 0.3 Cu 3 O 6.93,{},28.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.835 Fe 0.165 O 6.98,{},69.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tm 1.4 Y 3.6 Rh 6 Sn 18,{},3.14,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr Pt 1.5 Au 0.6 B 2 C,{},6.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr Pt 4 Ge 11.5 Sb 0.5,{},4.43,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 2 Ba 4 Cu 7 O 14.78,{},70.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.6 Ca 0.4 Ba 1.4 La 0.6 Cu 3 O 7.07,{},83.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh 0.035 Zr 0.965,{},5.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er 0.8 Y 0.2 Pd 2 Sn,{},2.08,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 1.6 Sr 0.4 Yb 0.95 Ca 0.05 Cu 3 O 6.76,{},80.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.9 Zr 0.1,{},10.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 1.85 Ce 0.15 Cu 0.985 Fe 0.015 O 4,{},6.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Eu Ba 2 Cu 3 O 6.5,{},92.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 2.7 Mo 0.3 Al,{},11.85,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th 1.4 Lu 0.3 C 3,{},11.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg C Ni 2.7 Fe 0.3,{},6.88,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 0.9 Ca 0.1 Ba 2 Cu 3 O 6.63,{},84.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.75 Al 0.16 Ga 0.09,{},19.45,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.65 Pb 0.35 Sr 2 Ca 2 Cu 3 O 10,{},108.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
K Hg C 4,{},0.68125,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Co 35 Zr 65,{},2.48,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hf 0.5 Ta 0.5,{},6.28,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe Te 0.69 Se 0.25 S 0.06,{},11.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 0.55 Tm 0.45 Ru B 2,{},2.94,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sn 0.956 In 0.044 Te,{},1.017,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 1.85 Nb 0.15 B C,{},6.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.7 Co 0.3 O 6.88,{},22.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.95 Sr 1.45 Nd 0.6 Cu O 4,{},18.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Gd 0.95 Mo 0.05 Ba 2 Cu 3 O 6.948,{},82.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 4 O 6.998,{},90.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr 0.8 Sr 0.2 Fe 0.8 Co 0.2 As O,{},11.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.6 Ca 0.4 Ba 1.1 La 0.9 Cu 3 O 7.18,{},47.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Re 0.6 Ta 0.4,{},1.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 2 Ca 0.7 Gd 0.3 Cu 2 O 8,{},48.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Cu 2 Si 2,{},0.6497,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Dy Ba 2 Cu 2.9 Zn 0.1 O 6.96,{},44.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ti 0.03 V 0.97,{},5.58,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ti 0.65 Zr 0.35,{},1.37,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.6 Pb 0.4 Sr 6 Cu 3 C 2 O 16,{},54.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3 S 0.12 O 7.28,{},89.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 5.5 Sr 2 Ca 4 Cr 0.5 O 13.35,{},65.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo,{},0.912666667,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Be 0.957 Re 0.043,{},9.645,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Rh 0.1 Ir 0.9 In 5,{},0.35,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er Ni 1.96 Co 0.08 B 2 C,{},4.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.52 Nd 0.4 Sr 0.08 Cu O 4,{},7.98,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 3 Al 2 C,{},10.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl 0.45 Bi 0.46 Mo 6 S 7.5,{},6.41,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.8 Pb 0.2 Sr 2 Ca Cu 1.88 Co 0.12 O 8,{},38.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Fe 2 As 1.3 P 0.7,{},30.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er Ba 2 Cu 2.7 Zn 0.12 Fe 0.18 O 6.95,{},23.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.12 Zr 0.88,{},2.78,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.65 W 0.35 C,{},13.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ti 2.01 Nb 0.99 Sb,{},1.96,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.625 Sn 0.25 Ta 0.125,{},17.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
U 0.957 Th 0.043 Be 13,{},0.5315,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 0.16 Pb 0.4 Sr 2 Ca 2 Cu 3 O 10.11,{},105.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.5 Ba 1.3 Ca 0.2 Cu 3 O 7.002,{},16.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 0.69 Tl 0.31,{},2.98,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ni 0.05 Ta S 2,{},2.6775,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 8 Si 44 Al 2,{},5.85,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li 0.62 Cs Ca 2 Nb 3 O 10,{},4.71,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ru 0.99 Ti 0.01 Sr 2 Gd Cu 2 O 8,{},36.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.6 Os 0.2 Rh 0.2,{},0.22,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 80 Si 16 C 4,{},4.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 0.95 Pt 0.05 Te 2,{},1.71,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.8 Sr 0.2 Cu 0.98 Ru 0.02 O 4,{},15.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3 O Y,{},92.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.925 Zn 0.075 O 6.85,{},63.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.98 Ir 0.02 B 2,{},33.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th Ir 0.8 Ru 1.2,{},2.53,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi La 4 Pb 2,{},2.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.4 Ca 0.3 Pr 0.3 Ba 2 Cu 3 O 7.02,{},53.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 2 Mg 0.5 Ti 0.5 Fe 0.95 Co 0.05 As O 3,{},26.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ru 2 P 1.6 B 0.4,{},2.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
P Rh 2,{},0.65,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 0.05 Nb 3 Sn 0.95,{},18.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 5 Pb S 7,{},12.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ge 0.4 Cu 0.6 Sr 2 Ca 1.8 Y 0.2 Cu 3 O 9.3,{},81.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 25 Ti 65 Mo 10,{},6.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Sn 0.8 In 0.2,{},17.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.955 Fe 0.045 O 6.89,{},72.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.94 Ir 0.06 B 2,{},28.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hf 0.76 Nb 0.25,{},4.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 3 Ru 8 B 6,{},3.15,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
H 0.938 Pd,{},5.523,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.66 K 0.34 Fe 1.8 Co 0.2 As 2,{},19.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th 81.3 Tm 18.7,{},0.97,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Sr 2 Cu 2.7 Co 0.3 O 6.7,{},27.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ta 0.24 V 0.76,{},3.58,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.98 Nb 0.02,{},0.115,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi Sr 0.8 Nd 0.2 Cu O Y,{},14.79,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 2 Ca Cu 2 O 8.428,{},42.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Fe As O 0.6,{},24.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er Rh 2.4 Ir 1.6 B 4,{},7.56,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Cu Sb 2,{},0.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.75 Y 0.25,{},2.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Be 0.98 Re 0.02,{},9.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 0.95 Pr 0.05 Ba 2 Cu 3 O 6.75,{},45.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ni 1.6 Cu 0.4 B 2 C,{},10.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 4 Al 2 Fe 2 As 2 O 5.65,{},26.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.92 Ta 0.71,{},4.94,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.25 Mo 0.75 C,{},13.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 9.58 Y 0.42 Pt 3 Fe 10 As 18,{},18.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Be 5 Ga,{},5.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Pt 0.3 Ni 0.7 Si,{},1.655,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 0.152 Sn 0.848,{},3.6835,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3.8 Co 0.2 O 8,{},50.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.65 K 0.35 Bi O 3,{},28.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ni 0.08 Ru 0.92,{},0.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.9 Ca 0.1 Ba 2 Cu 3 O 6.87,{},85.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Pt 3.75 Au 0.25 Ge 12,{},5.05,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 64 Re 16 P 10 B 10,{},8.71,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 4 Rh 6 Sn 19,{},4.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Pd 0.5 Si 1.5,{},0.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Zr 2 Co 0.8 Ga 0.2,{},5.29,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 0.5 Fe 0.5 Sr 2 Y 0.2 Ca 0.8 Cu 2 O 6.63,{},63.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg Ba 2 Cu 0.97 Zn 0.03 O 4.081,{},83.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Eu 1.5 Ce 0.5 Sr 2 Ru Cu 2 O 10,{},34.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.5 Pr 0.5 Ba 2 Cu 3 O 6.76,{},4.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.1 Th 0.9,{},1.48,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ba Sr Cu 3 O 7.01,{},41.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.92 La 0.08 Fe 8.6 Pd 4.2 As 18,{},13.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
W 0.054 Zr 0.946,{},3.88,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ag 0.438 Hg 0.562,{},0.64,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ni 0.95 Cu 0.05 C 2,{},3.15,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.6 Ta 0.4,{},6.56,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Be W,{},4.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.4 Nd 0.6 Fe As F,{},54.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
K 0.4 W O 3,{},1.74,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2.58 Pr 0.42 S 4,{},2.69,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Dy Ba 2 Cu 3 O 6.79,{},90.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 2 Ca 3 Cu 4 F 2 O 8.6,{},38.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 3 Pr 0.6 In,{},3.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.59 K 0.41 Bi O 2.96,{},20.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.75 Sr 0.25 Cu 0.94 Fe 0.06 O 4,{},30.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sc 5 Ir 4 Si 10,{},8.311428571,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 0.8 Cr 0.2 Ba 2 Ca Cu 2 O 6.1,{},112.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.25 Sb 0.25 Ti 0.5,{},2.05,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Ir In 4.955 Hg 0.045,{},0.993,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ga 0.7 Pt 0.3,{},2.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Rh 0.9 Ru 0.1,{},2.44,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.87 Sr 0.13 Cu 0.995 Zn 0.005 O 4,{},26.44,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ru 0.58 Rh 0.42 As,{},0.68,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
