Material,Substitutions,Tc (K),Pressure (GPa),Classes,Shape,Substrate,DOI
Sm F e As O 0.9 F 0.1,{'e': []},55.0,0.0,['Alloys'],,,10.1103/physrevb.82.054513
Nb,{},9.2,0.0,['Alloys'],film,,10.1103/physrevb.85.134535
Nb,{},4.0,0.0,['Alloys'],,,10.1103/physrevb.85.134535
Mg C Ni 3,{},8.0,0.0,['Carbides'],,,nan
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,nan
Sr 2 Ru O 4,{},1.5,0.0,['Oxides'],,,nan
Bi 2 Sr 2 Ca Cu 2 O 8+δ,{'δ': []},110.0,0.0,['Alloys'],,,nan
(Cu 0.6 C 0.4) Ba 2 Ca 3 Cu 4 O 12+y,{'y': []},117.0,0.0,['Alloys'],,,nan
La 2-x Sr x Cu O 4,{'x': []},23.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.83.144527
Bi 2 Sr 2 Ca Cu 2 O 8,{},45.0,0.0,[],,,10.1103/physrevb.83.144527
Bi 2 Sr 2 Ca Cu 2 O 8,{},85.0,0.0,[],,,10.1103/physrevb.83.144527
La 1.91 Sr 0.09 Cu O 4,{},23.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.83.144527
Bi 2 Sr 2 Ca Cu 2 O 8,{},85.0,0.0,[],,,10.1103/physrevb.83.144527
Bi 2 Sr 2 Ca Cu 2 O 8,{},85.0,0.0,[],,,10.1103/physrevb.83.144527
Nb 0.15 Si 0.85,{},0.38,0.0,['Alloys'],film,,10.1103/physrevb.83.144527
La 2-x Sr x Cu O 4,{'x': []},85.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.83.144527
Bi 2 Sr 2 Ca Cu 2 O 8,{},45.0,0.0,[],,,10.1103/physrevb.83.144527
Bi 2 Sr 2 Ca Cu 2 O 8,{},85.0,0.0,[],,,10.1103/physrevb.83.144527
La 1.91 Sr 0.09 Cu O 4,{},23.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.83.144527
Bi 2 Sr 2 Ca Cu 2 O 8,{},45.0,0.0,[],,,10.1103/physrevb.83.144527
Bi 2 Sr 2 Ca Cu 2 O 8,{},85.0,0.0,[],,,10.1103/physrevb.83.144527
Bi 2 Sr 2 Ca Cu 2 O 8,{},45.0,0.0,[],,,10.1103/physrevb.83.144527
Bi 2 Sr 2 Ca Cu 2 O 8,{},85.0,0.0,[],,,10.1103/physrevb.83.144527
Nb 0.15 Si 0.85,{},45.0,0.0,['Alloys'],film,,10.1103/physrevb.83.144527
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1103/physrevb.67.144508
Tl 2 Ba 2 Ca Cu 2 O 8,{},125.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.4868251
Y Ba 2 Cu 3 O 7,{},93.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.4868251
La O 1-x F x Fe As,{'x': []},26.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1038/s41598-019-42041-z
La,{},40.0,0.0,['Alloys'],,,10.1038/s41598-019-42041-z
Sm O 1-x F x Fe As,{'x': []},43.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1038/s41598-019-42041-z
Fe Se,{},8.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1038/s41598-019-42041-z
Hg Ba 2 Ca 2 Cu 3 O,{},136.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41598-019-42041-z
Fe As,{},60.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1038/s41598-019-42041-z
Fe Se,{},27.0,1.48,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1038/s41598-019-42041-z
Bi 2 Sr 2 Ca 2 Cu 3 O 10,{},110.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41598-019-42041-z
Fe Se,{},30.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1038/s41598-019-42041-z
Pr O 1-x F x Fe As,{'x': []},50.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1038/s41598-019-42041-z
La 2-x Sr x Cu O 4,{'x': []},40.0,0.0,"['Oxides', 'Cuprates']",,,nan
La 2-x Sr x Cu O 4,{'x': []},40.0,0.0,"['Oxides', 'Cuprates']",,,nan
Bi 2 Sr 2 Ca Cu 2 O 8,{},91.0,0.0,[],,,10.1103/physrevlett.118.097001
Bi 2 Sr 2 Ca Cu 2 O 8,{},78.0,0.0,[],,,10.1103/physrevlett.118.097001
Bi 2 Sr 2 Ca Cu 2 O 8,{},91.0,0.0,[],,,10.1103/physrevlett.118.097001
Bi 2 Sr 2 Ca Cu 2 O 8,{},70.0,0.0,[],,,10.1103/physrevlett.118.097001
Bi 2 Sr 2 Ca Cu 2 O 8,{},78.0,0.0,[],,,10.1103/physrevlett.118.097001
Bi 2 Sr 2 Ca Cu 2 O 8,{},78.0,0.0,[],,,10.1103/physrevlett.118.097001
Fe Se,{},2.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,nan
La,{},6.0,0.0,['Alloys'],Samples without,,nan
Nb,{},9.0,0.0,['Alloys'],,,nan
Y Ba 2 Cu 4 O 8,{},79.0,0.0,"['Oxides', 'Cuprates']",,,nan
Bi 2 Sr 2 Ca Cu 2 O 8,{},83.0,0.0,[],,,nan
Y B 2 Cu 4 O 8,{},80.0,0.0,"['Oxides', 'Cuprates', 'Borides']",,,nan
Hg Ba 2 Cu O 6,{},80.0,0.0,[],,,10.1038/s41535-018-0115-2
Hg Ba 2 Cu O 6,{},80.0,0.0,[],,,10.1038/s41535-018-0115-2
Hg Ba 2 Cu O 6,{},80.0,0.0,[],single crystal,,10.1038/s41535-018-0115-2
Hg Ba 2 Cu O 6,{},80.0,0.0,[],,,10.1038/s41535-018-0115-2
Bi,{},0.53,0.0,['Alloys'],,,nan
Bi,{},4.2,4.0,['Alloys'],,,nan
Sr 2 Ru O 4,{},1.5,0.0,['Oxides'],,,nan
Sr 2 Ru O 4,{},3.0,0.0,['Oxides'],,,nan
Sr 2 Ru O 4,{},1.5,0.0,['Oxides'],,,nan
Sr 2 Ru O 4,{},1.5,0.0,['Oxides'],,,nan
Sr 2 Ru O 4,{},1.5,0.0,['Oxides'],,,nan
Sr 2 Ru O 4,{},3.0,0.0,['Oxides'],,,nan
Nb,{},9.0,0.0,['Alloys'],film,,10.1038/srep24274
Ba Ni 2 P 2,{},3.0,0.0,['Pnictides'],,,10.1134/s0021364008140087
Ba 0.6 K 0.4 Fe 2 As 2,{},38.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1134/s0021364008140087
La O 1-x F x Fe As,{'x': []},26.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1134/s0021364008140087
Ba 0.1 K 0.9 Fe 2 As 2,{},9.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1088/0953-8984/27/29/293203
Ba 0.6 K 0.4 Fe 2 As 2,{},22.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1088/0953-8984/27/29/293203
Ca 0.33 Na 0.67 Fe 2 As 2,{},15.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1088/0953-8984/27/29/293203
Fe Se,{},55.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",films,,10.1088/0953-8984/27/29/293203
K Fe 2 As 2,{},3.4,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1088/0953-8984/27/29/293203
Ba 0.1 K 0.9 Fe 2 As 2,{},9.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1088/0953-8984/27/29/293203
Mg B 2,{},40.0,0.0,"['Alloys', 'Borides']",,,10.1103/physrevb.64.172501
K x Fe 2 Se 2,{'x': []},30.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.83.140512
Fe Se,{},8.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevlett.120.097001
Fe Se,{},100.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']","Single monolayer, film",Nb-doped SrTiO3(001,10.1103/physrevlett.120.097001
Fe Se,{},8.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevlett.120.097001
K 3,{},18.0,0.0,['Alloys'],,,nan
K 3,{},15.0,0.0,['Alloys'],,,nan
K 3,{},33.0,0.0,['Alloys'],,,nan
Ca 1-x Pr x Fe 2 As 2,{'x': []},38.0,0.0,"['Iron-pnictides', 'Pnictides']",single crystalline,,nan
La Fe As O 1-x F x,{'x': []},26.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,nan
Ca 87 Pr 0.13 Fe 2 As 2,{},46.0,0.0,"['Iron-pnictides', 'Pnictides']",,,nan
Ca 1-x Pr x Fe 2 As 2,{'x': [10.7]},15.0,0.0,['Alloys'],,,nan
Ca Fe 2 As 2,{},48.0,0.5,"['Iron-pnictides', 'Pnictides']",,,nan
Ca 0.86 Pr 0.14 Fe 2 As 2,{},16.0,0.0,"['Iron-pnictides', 'Pnictides']",,,nan
Sr 2 Ru O 4,{},1.07,0.0,['Oxides'],,,10.1063/1.4929871
Sr 2 Ru O 4,{},1.45,0.0,['Oxides'],,,10.1103/physrevb.74.144505
Pd 0.88 Ni 0.12,{},9.0,0.0,['Alloys'],,,10.1103/physrevb.93.174510
Bi 2 Sr 2 Ca Cu 2 O 8+x,{'x': []},91.0,0.0,['Alloys'],single crystals,,10.1103/physrevb.84.180511
Sr 0.4 Ca 13.6 Cu 24 O 41,{},12.0,3.0,"['Oxides', 'Cuprates']",,,10.1143/jpsj.67.1714
Mg B 2,{},40.0,0.0,"['Alloys', 'Borides']",,,10.1140/epjb/e2010-10683-9
Ce Co In 5,{},2.3,0.0,['Alloys'],,,10.1038/nphys2112
Mg B 2,{},40.0,0.0,"['Alloys', 'Borides']",,,10.1088/0034-4885/79/7/074502
K 2 Cr 3 As 3,{},1.0,0.0,['Pnictides'],,,10.1088/0034-4885/79/7/074502
Rb 2 Cr 3 As 3,{},1.0,0.0,['Pnictides'],,,10.1088/0034-4885/79/7/074502
Cs 2 Cr 3 As 3,{},1.0,0.0,['Pnictides'],,,10.1088/0034-4885/79/7/074502
Na x Co O 2,{'x': []},5.0,0.0,['Alloys'],,,10.1088/0034-4885/79/7/074502
K x Co O 2,{'x': []},5.0,0.0,['Alloys'],,,10.1088/0034-4885/79/7/074502
Rb x Co O 2,{'x': []},5.0,0.0,['Alloys'],,,10.1088/0034-4885/79/7/074502
Ba Pd 2 As 2,{},3.9,0.0,['Pnictides'],,,10.1088/0034-4885/79/7/074502
Bi 2 Sr 2 Ca 2 Cu 3 O 10,{},135.0,0.0,[],trilayer,,10.1088/0034-4885/79/7/074502
Ba 1-x K x Fe 2 As 2,{'x': []},1.5,0.0,"['Iron-pnictides', 'Pnictides']",,,nan
Y Ba Cu O,{},86.0,0.0,[],powdered,,10.1016/j.physc.2003.10.012
La Pt 1.85 Ge 2.15,{},1.95,0.0,['Alloys'],,,10.7566/jpsj.82.065002
La Pt 2 Ge 2,{},0.55,0.0,['Alloys'],,,10.7566/jpsj.82.065002
La Pt,{},0.41,0.0,['Alloys'],,,10.7566/jpsj.82.065002
Li 2 Pd 3 B,{},8.0,0.0,"['Alloys', 'Borides']",,,10.7566/jpsj.82.065002
La Pt 1.8 Ge 2.2,{},1.85,0.0,['Alloys'],,,10.7566/jpsj.82.065002
Li 2 Pt 3 B 9,{},2.7,0.0,"['Alloys', 'Borides']",,,10.7566/jpsj.82.065002
Ca Be 2 Ge 2,{},0.55,0.0,['Alloys'],,,10.7566/jpsj.82.065002
Ca Si 2,{},4.0,20.0,['Alloys'],,,10.1209/0295-5075/104/36001
Fe Se,{},77.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",films,SrTiO 3,10.1103/physrevb.91.064511
Ca Fe As,{},30.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1103/physrevb.91.064511
La 2-x Sr x Cu O 4,{'x': [0.45]},50.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.91.064511
Bi 2 Sr 2 Ca Cu 2 O 8+δ,{'δ': []},70.0,0.0,['Alloys'],,,10.1103/physrevb.65.184501
Mg 1-x B 2,{'x': []},38.6,0.0,"['Alloys', 'Borides']",,,10.1016/s0038-1098(01)00207-1
Mg B 2,{},38.3,0.0,"['Alloys', 'Borides']",,,10.1016/s0038-1098(01)00207-1
S un Cu,"{'n': [], 'u': []}",49.0,0.0,['Alloys'],,,10.1016/s0038-1098(01)00207-1
Mg B 2,{},49.0,0.0,"['Alloys', 'Borides']",,,10.1016/s0038-1098(01)00207-1
Mg B 2,{},38.3,0.0,"['Alloys', 'Borides']",,,10.1016/s0038-1098(01)00207-1
Mg 0.9 Zn 0.1 B 2,{},38.3,0.0,"['Alloys', 'Borides']",,,10.1016/s0038-1098(01)00207-1
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1016/s0038-1098(01)00207-1
La Fe As O 1-x F x,{'x': []},26.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1088/1367-2630/11/2/025018
La Fe P O,{},5.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1088/1367-2630/11/2/025018
La Fe P O,{},6.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",single crystalline,,10.1088/1367-2630/11/2/025018
Pr Fe P O,{},2.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1088/1367-2630/11/2/025018
Pr Fe P O,{},4.4,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1088/1367-2630/11/2/025018
La Fe P O,{},6.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",single crystals,,10.1088/1367-2630/11/2/025018
Sm Fe As O 1-x F x,{'x': []},55.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1088/1367-2630/11/2/025018
La Fe P O,{},3.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1088/1367-2630/11/2/025018
Nd Fe P O,{},3.1,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1088/1367-2630/11/2/025018
Pr Fe P O,{},2.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1088/1367-2630/11/2/025018
Pr Fe P O,{},4.4,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1088/1367-2630/11/2/025018
Pr Fe P O,{},3.2,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1088/1367-2630/11/2/025018
Nd Fe P O,{},4.4,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1088/1367-2630/11/2/025018
La Fe P O,{},14.0,110.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1088/1367-2630/11/2/025018
La Fe P O,{},6.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1088/1367-2630/11/2/025018
Fe Se,{},70.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,nan
Sr Ti O 3,{},91.0,0.0,['Oxides'],,,nan
Ca 2-x Na x Cu O 2 Cl 2,{'x': []},28.5,0.0,"['Oxides', 'Cuprates']",,,nan
Y Ba 2 Cu 3 O 7,{},92.0,0.0,"['Oxides', 'Cuprates']",single crystals,,10.1088/0953-2048/19/6/042
Nd O 0.5 F 0.5 Bi S 2,{},4.8,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",single crystals,,nan
Nd O 0.5 F 0.5 Bi S 2,{},4.5,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",single crystals,,nan
Nd O 0.7 F 0.3 Bi S 2,{},4.8,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",,,nan
Nd O 0.5 F 0.5 Bi S 2,{},4.8,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",single crystals,,nan
Nd O 0.5 F 0.5 Bi S 2,{},4.5,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",single crystals,,nan
Nd O 0.7 F 0.3 Bi S 2,{},4.8,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",,,nan
Nd O 0.7 F 0.3 Bi S 2,{},4.8,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",,,nan
Nd O 0.5 F 0.5 Bi S 2,{},4.5,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",single crystal,,nan
Nd O 0.5 F 0.5 Bi S 2,{},4.8,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",single crystal,,nan
Nd O 0.5 F 0.5 Bi S 2,{},4.8,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",,,nan
Nd O 0.5 F 0.5 Bi S 2,{},4.5,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",,,nan
Nd O 0.7 F 0.3 Bi S 2,{},4.8,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",,,nan
Mg B 2,{},40.0,0.0,"['Alloys', 'Borides']",,,10.1103/physrevb.66.172501
Mg B 2,{},30.5,0.0,"['Alloys', 'Borides']",film,,10.1103/physrevb.66.172501
Ti N,{},3.4,0.0,['Nitrides'],films,,10.1103/physrevb.86.184503
Cs,{},3.3,0.0,['Alloys'],,,10.1016/j.physb.2006.01.323
Cs Os 2 O 6,{},3.3,0.0,['Oxides'],,,10.1016/j.physb.2006.01.323
Rb Os 2 O 6,{},8.2,2.0,['Oxides'],,,10.1016/j.physb.2006.01.323
K Os 2 O 6,{},9.6,0.0,['Oxides'],,,10.1016/j.physb.2006.01.323
Ba (Fe 0.935 Co 0.065) 2 As 2,{},21.7,0.0,"['Iron-pnictides', 'Pnictides']",single crystal,,10.1088/1361-6668/aa90b4
Bi 2 Sr 2 Ca Cu 2 O 8,{},50.0,0.0,[],films,,10.1103/physrevb.91.104524
Mg B 2,{},5.7,0.0,"['Alloys', 'Borides']",,,10.1143/jpsj.76.113705
Ca Al Si,{},8.0,0.0,['Alloys'],,,10.1143/jpsj.76.113705
Nd 2 Cu O 4,{},20.0,0.0,"['Oxides', 'Cuprates']",,,10.1016/j.physc.2006.03.087
Mg B 2,{},39.0,0.0,[],,,10.1103/physrevb.65.214536
Na x Co O 2,{'x': [0.35]},1.8,0.0,['Oxides'],,,10.1016/j.physc.2006.03.080
Fe Se,{},75.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",single layer,SrTiO 3,10.1038/s41598-018-32050-9
Li C 6,{},6.0,0.0,['Carbides'],,,10.1038/s41598-018-32050-9
Ce Pt 3 Si,{},2.2,0.0,['Alloys'],,,10.1016/j.physb.2005.01.065
K 3,{},18.0,1.2,['Alloys'],,,10.1063/1.4820359
Sr 2 Ru O 4,{},1.5,0.0,['Oxides'],,,10.1103/physrevlett.110.077003
Eu F Bi S 2,{},5.0,0.7,"['Chalcogenides', 'Fluorides']",,,10.1063/1.4959154
Bi 2 Sr 2 Ca 2 Cu 3 O 10+δ,{'δ': []},110.0,0.0,['Alloys'],,,10.1063/1.4959154
La (O F) Bi S 2,{},3.0,1.0,['Alloys'],single-crystal,,10.1063/1.4959154
Hg Ba 2 Cu O 6,{},72.0,0.0,[],,,10.1038/ncomms12244
Hg Ba 2 Cu O 6,{},71.0,0.0,[],,,10.1038/ncomms12244
Y Ba 2 Cu 3 O 7,{},60.0,0.0,[],,,10.1038/ncomms12244
Hg Ba 2 Cu O 6,{},74.0,0.0,[],,,10.1038/ncomms12244
Sm O 0.5 F 0.5 Bi S 2,{},6.2,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",,,nan
Sm O 0.5 F 0.5 Bi S 2,{},6.2,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",,,nan
Sm O 0.5 F 0.5 Bi S 2,{},6.2,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",,,nan
Sn Ta S 2,{},3.0,0.0,['Chalcogenides'],,,10.1007/s11433-019-9448-8
Gd Ni 2 B 2 C,{},16.5,0.0,"['Carbides', 'Borides']",,,10.1103/physrevb.76.174506
Er Ni 2 B 2 C,{},4.2,0.0,"['Carbides', 'Borides']",single crystal,,10.1103/physrevb.76.174506
Er Ni 2 B 2 C,{},10.5,0.0,"['Carbides', 'Borides']",,,10.1103/physrevb.76.174506
Er Ni 2 B 2 C,{},10.5,0.0,"['Carbides', 'Borides']",,,10.1103/physrevb.76.174506
Bi 2 Sr 2 Ca Cu 2 O 8+δ,{'δ': []},92.0,0.0,['Alloys'],single crystals,,nan
Bi 2 Sr 2 Ca Cu 2 O 8+δ,{'δ': []},92.0,0.0,['Alloys'],single crystals,,nan
Bi 2 Sr 2 Ca Cu 2 O 8+δ,{'δ': []},92.0,0.0,['Alloys'],single crystal,,nan
Bi 2 Sr 2 Ca Cu 2 O 8,{},68.0,0.0,"['Oxides', 'Pnictides', 'Chalcogenides', 'Carbides', 'Borides']",,,nan
Bi 2 Sr 2 Ca Cu 2 O 8,{},41.0,0.0,"['Carbides', 'Chalcogenides', 'Oxides', 'Borides']",,,nan
U Te 2,{},2.0,0.0,['Chalcogenides'],single crys- tals,,nan
U Te 2,{},2.0,0.0,['Chalcogenides'],crystals,,nan
U Te 2,{},2.0,0.0,['Chalcogenides'],single crystals,,nan
U Te 2,{},1.95,0.0,['Chalcogenides'],,,nan
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1140/epjb/e2003-00180-9
Sr Fe 2 As 2,{},6.0,0.0,"['Iron-pnictides', 'Pnictides']",films,,10.1088/0953-2048/25/8/084015
Co,{},6.0,0.0,['Alloys'],films,,10.1088/0953-2048/25/8/084015
La Fe P n O,{'n': []},55.0,0.0,['Alloys'],,,10.1088/0953-2048/25/8/084015
Sr Fe 2 As 2,{},20.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1088/0953-2048/25/8/084015
Ca 1-x La x Fe As 2,{'x': []},40.0,0.0,"['Iron-pnictides', 'Pnictides']",,,nan
Y 0.7 Ca 0.3 Ba 2 Cu 3 O 7-δ,{'δ': []},5.0,0.0,"['Oxides', 'Cuprates']",,,10.1016/s0022-3697(98)00176-0
Y Ba 2 Cu 3 O 7-δ,{'δ': []},90.0,0.0,"['Oxides', 'Cuprates']",,,10.1016/s0022-3697(98)00176-0
La 1.875 Sr 0.125 Cu O 4,{},27.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.99.214502
Hg Ba 2 Cu O 6,{},89.0,0.0,[],,,10.1103/physrevb.99.214502
Bi 2 Sr 2 Ca Cu 2 O 8,{},90.0,0.0,[],,,10.1103/physrevb.99.214502
Bi 2 Sr 2 Cu O 6,{},35.0,0.0,[],,,10.1103/physrevb.99.214502
Bi 2 Sr 2 Ca Cu 2 O 8,{},90.0,0.0,[],,,10.1103/physrevb.99.214502
Bi 2 Sr 2 Cu O 6,{},35.0,0.0,[],,,10.1103/physrevb.99.214502
Bi 2 Sr 2 Cu O 6,{},35.0,0.0,[],,,10.1103/physrevb.99.214502
Bi 2 Sr 2 Cu O 6,{},40.0,0.0,[],,,10.1103/physrevb.99.214502
Hg Ba 2 Cu O 6,{},96.0,0.0,[],crystal,,10.1103/physrevb.99.214502
Bi 2 Sr 2 Ca Cu 2 O 8,{},90.0,0.0,[],,,10.1103/physrevb.99.214502
Hg Ba 2 Cu O 6,{},67.0,0.0,[],,,10.1103/physrevb.99.214502
Hg Ba 2 Cu O 6,{},89.0,0.0,[],,,10.1103/physrevb.99.214502
(Li Fe) O H Fe Se,{},40.0,0.0,['Alloys'],,,10.1088/1367-2630/aa5a71
Fe Se,{},8.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1088/1367-2630/aa5a71
Fe Se,{},37.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1088/1367-2630/aa5a71
K 1-x Fe 2-y Se 2,"{'x': [], 'y': []}",30.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1088/1367-2630/aa5a71
Nb N,{},11.7,0.0,['Nitrides'],,,10.1063/1.4800838
Nb N,{},16.4,0.0,['Nitrides'],Since crystalline,,10.1063/1.4800838
Nb N,{},16.4,0.0,['Nitrides'],thin films,MgO,10.1063/1.4800838
Nb N,{},10.2,0.0,['Nitrides'],thin film,,10.1063/1.4800838
Ga As,{},10.7,0.0,['Pnictides'],films,,10.1063/1.4800838
Pr 0.91 Ce 0.09 La Cu O 4-y,{'y': []},26.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevlett.90.197005
Y Ba 2 Cu 3 O 6.35,{},10.0,0.0,"['Oxides', 'Cuprates']",,,10.1007/3-540-26657-7_26
Cd 2 Re 2 O 7,{},1.47,0.0,['Oxides'],single crystals,,10.1103/physrevb.64.180503
Cd 2 Re 2 O 7,{},1.47,0.0,['Oxides'],single crys- tals,,10.1103/physrevb.64.180503
La Fe As O,{},26.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1007/s12648-012-0107-1
La Fe As O 1-x F x,{'x': []},26.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1007/s12648-012-0107-1
K Fe 1.5 Se 2,{},31.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.86.134502
Tl 0.5 K 0.3 Fe 1.6 Se 2,{},32.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.86.134502
Fe Se,{},31.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.86.134502
K 0.8 Fe 1.6 Se 2,{},32.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.86.134502
Tl 0.5 K 0.3 Fe 1.6 Se 2,{},29.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.86.134502
Tl 0.5 Rb 0.3 Fe 1.6 Se 2,{},31.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.86.134502
Tl 0.5 Rb 0.3 Fe 1.6 Se 2,{},29.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.86.134502
K 0.8 Fe 1.6 Se 2,{},32.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.86.134502
Al,{},1.2,0.0,['Alloys'],,,10.1007/bfb0107796
Ce Rh In 5,{},0.1,0.0,['Alloys'],,,10.1103/physrevlett.102.197001
Nb 1-x Ge x,{'x': [0.3]},2.68,0.0,['Alloys'],,,10.1103/physrevlett.91.177002
Sr 0.4 Ca 13.6 Cu 24 O 41.84,{},12.0,3.0,"['Oxides', 'Cuprates']",,,10.1143/jpsj.66.3725
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",thin film,,10.1126/science.1060822
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1126/science.1060822
Bi 4 O 4 S 3,{},4.5,0.0,"['Chalcogenides', 'Oxides']",,,10.1007/s11467-013-0407-8
Sr Fe 2 As 2,{},25.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1016/j.ssc.2009.10.001
Ba Fe 2 As 2,{},20.0,0.0,"['Iron-pnictides', 'Pnictides']",epitaxial films,,10.1016/j.ssc.2009.10.001
Co,{},20.0,0.0,['Alloys'],epitaxial films,,10.1016/j.ssc.2009.10.001
Ba Fe 2 As 2,{},20.0,0.0,"['Iron-pnictides', 'Pnictides']",epitaxial films,,10.1016/j.ssc.2009.10.001
La Fe As O,{},26.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1016/j.ssc.2009.10.001
